,Author1,Author2,nPapers,nCitations,id1,id2
787,Joyce Lee,Steven Zhao,3,0,79,83
788,Joyce Lee,Joseph Benci,1,0,79,80
789,Joyce Lee,Salina Yuan,1,0,79,81
790,Joyce Lee,Isabella Viney,1,0,79,82
791,Joyce Lee,Andy Minn,1,0,79,85
792,Joyce Lee,Roger Greenberg,1,0,79,86
793,Joseph Benci,Andy Minn,8,0,80,85
794,Joseph Benci,Roger Greenberg,3,0,80,86
795,Joseph Benci,Salina Yuan,1,0,80,81
796,Joseph Benci,Isabella Viney,1,0,80,82
797,Joseph Benci,Steven Zhao,1,0,80,83
798,Joseph Benci,Alessandro Carrer,1,0,80,84
799,Joseph Benci,Kathryn Wellen,1,0,80,87
800,Salina Yuan,Isabella Viney,1,0,81,82
801,Salina Yuan,Steven Zhao,1,0,81,83
802,Salina Yuan,Alessandro Carrer,1,0,81,84
803,Salina Yuan,Andy Minn,1,0,81,85
804,Salina Yuan,Roger Greenberg,1,0,81,86
805,Salina Yuan,Kathryn Wellen,1,0,81,87
806,Isabella Viney,Kathryn Wellen,2,0,82,87
807,Isabella Viney,Steven Zhao,1,0,82,83
808,Isabella Viney,Alessandro Carrer,1,0,82,84
809,Isabella Viney,Andy Minn,1,0,82,85
810,Isabella Viney,Roger Greenberg,1,0,82,86
811,Steven Zhao,Alessandro Carrer,5,0,83,84
812,Steven Zhao,Kathryn Wellen,8,0,83,87
813,Steven Zhao,Andy Minn,1,0,83,85
814,Steven Zhao,Roger Greenberg,1,0,83,86
815,Alessandro Carrer,Kathryn Wellen,9,0,84,87
816,Alessandro Carrer,Andy Minn,1,0,84,85
817,Alessandro Carrer,Roger Greenberg,1,0,84,86
818,Andy Minn,Roger Greenberg,3,0,85,86
819,Andy Minn,Kathryn Wellen,1,0,85,87
820,Roger Greenberg,Kathryn Wellen,1,0,86,87
821,Barry Slaff,Chi Van Dang,1,0,88,89
822,Sarah Maguire,Jason Lim,1,0,90,91
823,Sarah Maguire,Claire Mitchell,1,0,90,92
824,Jason Lim,Claire Mitchell,16,0,91,92
